num,startBy,endBy,next,start,end,size,log_2,
95,.L37,bge->.L35,97,393,401,32,5,
96,bge->.L35,.L35,97,401,407,24,5,
97,.L35,ble->.L36,99,407,415,32,5,
98,ble->.L36,.L36,99,415,421,24,5,
99,.L36,.L34,100,421,424,12,4,
100,.L34,blt->.L37,95,424,428,16,4,
101,blt->.L37,b->.L38,104,428,435,28,5,
102,.L39,bl->__aeabi_idiv(PLT),end,435,448,52,6,
479,bl->__aeabi_idiv(PLT),.L269,480,7876,7878,8,3,
104,.L38,blt->.L39,102,458,462,16,4,
105,blt->.L39,setup_brightness_lut,106,462,467,20,5,
106,setup_brightness_lut,bl->malloc(PLT),end,467,475,32,5,
108,.L43,bne->.L42,110,487,500,52,6,
109,bne->.L42,.L42,110,500,506,24,5,
110,.L42,bl->exp(PLT),end,506,511,20,5,
184,bl->exp(PLT),.L86,185,1693,1707,56,6,
112,.L41,ble->.L43,108,528,531,12,4,
113,ble->.L43,.L45,end,531,535,16,4,
114,susan_principle,bl->memset(PLT),end,535,550,60,6,
687,bl->memset(PLT),beq->.L359,690,11136,11141,20,5,
116,.L51,b->.L48,120,553,556,12,4,
117,.L50,bgt->.L49,119,556,962,1624,11,
118,bgt->.L49,.L49,119,962,974,48,6,
119,.L49,.L48,120,974,977,12,4,
120,.L48,blt->.L50,117,977,982,20,5,
121,blt->.L50,.L47,122,982,985,12,4,
122,.L47,blt->.L51,116,985,990,20,5,
123,blt->.L51,susan_principle_small,124,990,995,20,5,
124,susan_principle_small,bl->memset(PLT),end,995,1010,60,6,
126,.L57,b->.L54,130,1015,1018,12,4,
127,.L56,bgt->.L55,129,1018,1132,456,9,
128,bgt->.L55,.L55,129,1132,1144,48,6,
129,.L55,.L54,130,1144,1147,12,4,
130,.L54,blt->.L56,127,1147,1152,20,5,
131,blt->.L56,.L53,132,1152,1155,12,4,
132,.L53,blt->.L57,126,1155,1160,20,5,
133,blt->.L57,median,134,1160,1165,20,5,
134,median,.LPIC28,135,1165,1173,32,5,
135,.LPIC28,b->.L59,142,1173,1259,344,9,
136,.L63,b->.L60,140,1259,1262,12,4,
137,.L62,ble->.L61,139,1262,1275,52,6,
138,ble->.L61,.L61,139,1275,1299,96,7,
139,.L61,.L60,140,1299,1302,12,4,
140,.L60,blt->.L62,137,1302,1307,20,5,
141,blt->.L62,.L59,142,1307,1310,12,4,
142,.L59,ble->.L63,136,1310,1313,12,4,
143,ble->.L63,beq->.L65,145,1313,1327,56,6,
144,beq->.L65,.L65,145,1327,1328,4,2,
145,.L65,.L67,end,1328,1331,12,4,
146,enlarge,b->.L69,149,1331,1341,40,6,
147,.L70,bl->memcpy(PLT),end,1341,1366,100,7,
153,bl->memcpy(PLT),.L71,154,1435,1438,12,4,
149,.L69,blt->.L70,147,1369,1374,20,5,
150,blt->.L70,b->.L71,154,1374,1377,12,4,
151,.L72,bl->memcpy(PLT),end,1377,1403,104,7,
154,.L71,blt->.L72,151,1438,1442,16,4,
155,blt->.L72,b->.L73,160,1442,1445,12,4,
156,.L76,b->.L74,158,1445,1448,12,4,
157,.L75,.L74,158,1448,1517,276,9,
158,.L74,blt->.L75,157,1517,1525,32,5,
159,blt->.L75,.L73,160,1525,1528,12,4,
160,.L73,blt->.L76,156,1528,1532,16,4,
161,blt->.L76,.LC25,end,1532,1554,88,7,
162,susan_smoothing,bne->.L78,164,1554,1569,60,6,
163,bne->.L78,b->.L79,165,1569,1577,32,5,
164,.L78,.L79,165,1577,1579,8,3,
165,.L79,ble->.L80,173,1579,1586,28,5,
166,ble->.L80,bne->.L80,173,1586,1589,12,4,
167,bne->.L80,.LPIC29,168,1589,1593,16,4,
168,.LPIC29,.LPIC30,169,1593,1597,16,4,
169,.LPIC30,bl->puts(PLT),end,1597,1600,12,4,
171,.LPIC31,bl->puts(PLT),end,1601,1604,12,4,
173,.L80,bgt->.L82,175,1606,1612,24,5,
174,bgt->.L82,ble->.L83,177,1612,1618,24,5,
175,.L82,.LPIC32,176,1618,1622,16,4,
176,.LPIC32,bl->exit(PLT),end,1622,1626,16,4,
177,.L83,bl->malloc(PLT),end,1626,1637,44,6,
179,bl->enlarge(PLT),bne->.L84,206,1647,1650,12,4,
180,bne->.L84,bl->malloc(PLT),end,1650,1663,52,6,
182,.L88,b->.L86,185,1676,1680,16,4,
183,.L87,bl->exp(PLT),end,1680,1693,52,6,
185,.L86,ble->.L87,183,1707,1711,16,4,
186,ble->.L87,.L85,187,1711,1714,12,4,
187,.L85,ble->.L88,182,1714,1718,16,4,
188,ble->.L88,b->.L89,204,1718,1721,12,4,
189,.L98,b->.L90,202,1721,1724,12,4,
190,.L97,b->.L91,195,1724,1759,140,8,
191,.L94,b->.L92,193,1759,1763,16,4,
192,.L93,.L92,193,1763,1790,108,7,
193,.L92,ble->.L93,192,1790,1794,16,4,
194,ble->.L93,.L91,195,1794,1801,28,5,
195,.L91,ble->.L94,191,1801,1805,16,4,
196,ble->.L94,bne->.L95,199,1805,1812,28,5,
197,bne->.L95,bl->median(PLT),end,1812,1821,36,6,
210,bl->median(PLT),b->.L103,213,2082,2085,12,4,
199,.L95,bl->__aeabi_idiv(PLT),end,1824,1833,36,6,
201,.L96,.L90,202,1840,1843,12,4,
202,.L90,blt->.L97,190,1843,1849,24,5,
203,blt->.L97,.L89,204,1849,1852,12,4,
204,.L89,blt->.L98,189,1852,1858,24,5,
205,blt->.L98,b->.L107,217,1858,1859,4,2,
206,.L84,b->.L100,216,1859,1862,12,4,
207,.L105,b->.L101,214,1862,1865,12,4,
208,.L104,bne->.L102,211,1865,2073,832,10,
209,bne->.L102,bl->median(PLT),end,2073,2082,36,6,
211,.L102,bl->__aeabi_idiv(PLT),end,2085,2093,32,5,
213,.L103,.L101,214,2100,2103,12,4,
214,.L101,blt->.L104,208,2103,2108,20,5,
215,blt->.L104,.L100,216,2108,2111,12,4,
216,.L100,blt->.L105,207,2111,2116,20,5,
217,.L107,edge_draw,218,2116,2120,16,4,
218,edge_draw,bne->.L111,224,2120,2130,40,6,
219,bne->.L111,b->.L112,223,2130,2135,20,5,
220,.L114,bhi->.L113,222,2135,2138,12,4,
221,bhi->.L113,.L113,222,2138,2195,228,8,
222,.L113,.L112,223,2195,2201,24,5,
223,.L112,blt->.L114,220,2201,2207,24,5,
224,.L111,b->.L115,228,2207,2212,20,5,
225,.L117,bhi->.L116,227,2212,2215,12,4,
226,bhi->.L116,.L116,227,2215,2223,32,5,
227,.L116,.L115,228,2223,2229,24,5,
228,.L115,blt->.L117,225,2229,2235,24,5,
229,blt->.L117,bx->lr,end,2235,2241,24,5,
230,susan_thin,.LPIC33,231,2241,2249,32,5,
231,.LPIC33,b->.L119,309,2249,2257,32,5,
232,.L154,b->.L120,307,2257,2260,12,4,
233,.L153,bhi->.L121,306,2260,2270,40,6,
234,bhi->.L121,bne->.L122,236,2270,2369,396,9,
235,bne->.L122,.L122,236,2369,2379,40,6,
236,.L122,bne->.L123,271,2379,2382,12,4,
237,bne->.L123,bhi->.L123,271,2382,2392,40,6,
238,bhi->.L123,bhi->.L124,240,2392,2500,432,9,
239,bhi->.L124,b->.L125,254,2500,2526,104,7,
240,.L124,bhi->.L126,242,2526,2537,44,6,
241,bhi->.L126,b->.L125,254,2537,2563,104,7,
242,.L126,bhi->.L127,244,2563,2574,44,6,
243,bhi->.L127,b->.L125,254,2574,2600,104,7,
244,.L127,bhi->.L128,246,2600,2610,40,6,
245,bhi->.L128,b->.L125,254,2610,2636,104,7,
246,.L128,bhi->.L129,248,2636,2646,40,6,
247,bhi->.L129,b->.L125,254,2646,2672,104,7,
248,.L129,bhi->.L130,250,2672,2683,44,6,
249,bhi->.L130,b->.L125,254,2683,2709,104,7,
250,.L130,bhi->.L131,252,2709,2720,44,6,
251,bhi->.L131,b->.L125,254,2720,2746,104,7,
252,.L131,bhi->.L125,254,2746,2757,44,6,
253,bhi->.L125,.L125,254,2757,2782,100,7,
254,.L125,b->.L132,261,2782,2787,20,5,
255,.L136,b->.L133,259,2787,2790,12,4,
256,.L135,bge->.L134,258,2790,2803,52,6,
257,bge->.L134,.L134,258,2803,2818,60,6,
258,.L134,.L133,259,2818,2821,12,4,
259,.L133,ble->.L135,256,2821,2824,12,4,
260,ble->.L135,.L132,261,2824,2827,12,4,
261,.L132,ble->.L136,255,2827,2830,12,4,
262,ble->.L136,ble->.L123,271,2830,2833,12,4,
263,ble->.L123,bhi->.L137,265,2833,2843,40,6,
264,bhi->.L137,b->.L138,266,2843,2859,64,6,
265,.L137,.L138,266,2859,2883,96,7,
266,.L138,bgt->.L123,271,2883,2889,24,5,
270,bgt->.L123,.L123,271,2907,2909,8,3,
268,bgt->.L139,.L139,269,2902,2904,8,3,
269,.L139,bgt->.L123,271,2904,2907,12,4,
271,.L123,bne->.L140,299,2909,2912,12,4,
292,bne->.L140,beq->.L140,299,3218,3227,36,6,
273,bne->.L141,beq->.L141,291,2981,2990,36,6,
274,beq->.L141,beq->.L142,278,2990,2993,12,4,
275,beq->.L142,beq->.L143,277,2993,2996,12,4,
276,beq->.L143,b->.L145,281,2996,3001,20,5,
277,.L143,b->.L145,281,3001,3006,20,5,
278,.L142,beq->.L146,280,3006,3009,12,4,
279,beq->.L146,b->.L145,281,3009,3014,20,5,
280,.L146,.L145,281,3014,3018,16,4,
281,.L145,ble->.L157,298,3018,3040,88,7,
282,ble->.L157,bne->.L149,286,3040,3043,12,4,
283,bne->.L149,bls->.L149,286,3043,3056,52,6,
285,bls->.L149,bhi->.L150,290,3069,3082,52,6,
286,.L149,bne->.L157,298,3082,3085,12,4,
287,bne->.L157,bls->.L157,298,3085,3098,52,6,
290,.L150,b->.L157,298,3126,3151,100,7,
291,.L141,bne->.L140,299,3151,3218,268,9,
294,beq->.L140,bgt->.L151,296,3364,3383,76,7,
295,bgt->.L151,.L151,296,3383,3385,8,3,
296,.L151,bgt->.L140,299,3385,3388,12,4,
297,bgt->.L140,b->.L140,299,3388,3391,12,4,
298,.L157,.L140,299,3391,3392,4,2,
299,.L140,ble->.L121,306,3392,3395,12,4,
301,ble->.L121,bgt->.L121,306,3462,3563,404,9,
305,bgt->.L121,.L121,306,3587,3589,8,3,
303,bgt->.L152,.L152,304,3582,3584,8,3,
304,.L152,bgt->.L121,306,3584,3587,12,4,
306,.L121,.L120,307,3589,3592,12,4,
307,.L120,blt->.L153,233,3592,3597,20,5,
308,blt->.L153,.L119,309,3597,3600,12,4,
309,.L119,blt->.L154,232,3600,3605,20,5,
310,blt->.L154,beq->.L155,312,3605,3613,32,5,
311,beq->.L155,.L155,312,3613,3614,4,2,
312,.L155,.L161,end,3614,3617,12,4,
313,susan_edges,bl->memset(PLT),end,3617,3632,60,6,
315,.L167,b->.L164,319,3635,3638,12,4,
316,.L166,bgt->.L165,318,3638,4044,1624,11,
317,bgt->.L165,.L165,318,4044,4056,48,6,
318,.L165,.L164,319,4056,4059,12,4,
319,.L164,blt->.L166,316,4059,4064,20,5,
320,blt->.L166,.L163,321,4064,4067,12,4,
321,.L163,blt->.L167,315,4067,4072,20,5,
322,blt->.L167,b->.L168,367,4072,4075,12,4,
323,.L197,b->.L169,365,4075,4078,12,4,
324,.L196,ble->.L170,364,4078,4089,44,6,
362,ble->.L170,blt->.L170,364,5603,5621,72,7,
326,ble->.L171,bl->sqrt(PLT),end,4118,4685,2268,12,
383,bl->sqrt(PLT),ble->.L254,400,5994,6007,52,6,
328,ble->.L204,bne->.L174,330,4698,4703,20,5,
329,bne->.L174,b->.L175,331,4703,4706,12,4,
330,.L174,.L175,331,4706,4712,24,5,
331,.L175,bpl->.L205,333,4712,4716,16,4,
332,bpl->.L205,b->.L178,334,4716,4722,24,5,
333,.L205,.L178,334,4722,4724,8,3,
334,.L178,bpl->.L206,336,4724,4729,20,5,
335,bpl->.L206,b->.L181,341,4729,4734,20,5,
336,.L206,ble->.L207,338,4734,4739,20,5,
337,ble->.L207,b->.L181,341,4739,4744,20,5,
338,.L207,ble->.L184,340,4744,4747,12,4,
339,ble->.L184,b->.L181,341,4747,4752,20,5,
340,.L184,.L181,341,4752,4756,16,4,
341,.L181,ble->.L187,348,4756,4772,64,6,
344,ble->.L187,blt->.L187,348,4806,4824,72,7,
345,blt->.L187,b->.L187,348,4824,4835,44,6,
346,.L204,b->.L187,348,4835,4838,12,4,
347,.L171,.L187,348,4838,4840,8,3,
348,.L187,bne->.L170,364,4840,4843,12,4,
349,bne->.L170,bne->.L188,351,4843,5512,2676,12,
350,bne->.L188,b->.L189,352,5512,5515,12,4,
351,.L188,.L189,352,5515,5521,24,5,
352,.L189,bpl->.L208,354,5521,5526,20,5,
353,bpl->.L208,b->.L192,359,5526,5531,20,5,
354,.L208,ble->.L209,356,5531,5536,20,5,
355,ble->.L209,b->.L192,359,5536,5541,20,5,
356,.L209,ble->.L195,358,5541,5544,12,4,
357,ble->.L195,b->.L192,359,5544,5549,20,5,
358,.L195,.L192,359,5549,5553,16,4,
359,.L192,ble->.L170,364,5553,5569,64,6,
363,blt->.L170,.L170,364,5621,5631,40,6,
364,.L170,.L169,365,5631,5634,12,4,
365,.L169,blt->.L196,324,5634,5639,20,5,
366,blt->.L196,.L168,367,5639,5642,12,4,
367,.L168,blt->.L197,323,5642,5647,20,5,
368,blt->.L197,susan_edges_small,369,5647,5652,20,5,
369,susan_edges_small,bl->memset(PLT),end,5652,5667,60,6,
371,.L217,b->.L214,375,5672,5675,12,4,
372,.L216,bgt->.L215,374,5675,5789,456,9,
373,bgt->.L215,.L215,374,5789,5801,48,6,
374,.L215,.L214,375,5801,5804,12,4,
375,.L214,blt->.L216,372,5804,5809,20,5,
376,blt->.L216,.L213,377,5809,5812,12,4,
377,.L213,blt->.L217,371,5812,5817,20,5,
378,blt->.L217,b->.L218,419,5817,5820,12,4,
379,.L247,b->.L219,417,5820,5823,12,4,
380,.L246,ble->.L220,416,5823,5834,44,6,
414,ble->.L220,blt->.L220,416,6310,6326,64,6,
382,ble->.L221,bl->sqrt(PLT),end,5863,5994,524,10,
384,ble->.L254,bne->.L224,386,6007,6012,20,5,
385,bne->.L224,b->.L225,387,6012,6015,12,4,
386,.L224,.L225,387,6015,6021,24,5,
387,.L225,bpl->.L255,389,6021,6025,16,4,
388,bpl->.L255,b->.L228,390,6025,6031,24,5,
389,.L255,.L228,390,6031,6033,8,3,
390,.L228,bpl->.L256,392,6033,6038,20,5,
391,bpl->.L256,b->.L231,397,6038,6043,20,5,
392,.L256,ble->.L257,394,6043,6048,20,5,
393,ble->.L257,b->.L231,397,6048,6053,20,5,
394,.L257,ble->.L234,396,6053,6056,12,4,
395,ble->.L234,b->.L231,397,6056,6061,20,5,
396,.L234,.L231,397,6061,6065,16,4,
397,.L231,ble->.L237,402,6065,6081,64,6,
398,ble->.L237,blt->.L237,402,6081,6097,64,6,
399,blt->.L237,b->.L237,402,6097,6108,44,6,
400,.L254,b->.L237,402,6108,6111,12,4,
401,.L221,.L237,402,6111,6113,8,3,
402,.L237,bne->.L220,416,6113,6116,12,4,
403,bne->.L220,bne->.L238,405,6116,6253,548,10,
404,bne->.L238,b->.L239,406,6253,6256,12,4,
405,.L238,.L239,406,6256,6262,24,5,
406,.L239,bpl->.L258,408,6262,6267,20,5,
407,bpl->.L258,b->.L242,413,6267,6272,20,5,
408,.L258,ble->.L259,410,6272,6277,20,5,
409,ble->.L259,b->.L242,413,6277,6282,20,5,
410,.L259,ble->.L245,412,6282,6285,12,4,
411,ble->.L245,b->.L242,413,6285,6290,20,5,
412,.L245,.L242,413,6290,6294,16,4,
413,.L242,ble->.L220,416,6294,6310,64,6,
415,blt->.L220,.L220,416,6326,6336,40,6,
416,.L220,.L219,417,6336,6339,12,4,
417,.L219,blt->.L246,380,6339,6344,20,5,
418,blt->.L246,.L218,419,6344,6347,12,4,
419,.L218,blt->.L247,379,6347,6352,20,5,
420,blt->.L247,corner_draw,421,6352,6357,20,5,
421,corner_draw,b->.L263,425,6357,6367,40,6,
422,.L265,bne->.L264,424,6367,6370,12,4,
423,bne->.L264,b->.L263,425,6370,6444,296,9,
424,.L264,.L263,425,6444,6469,100,7,
425,.L263,bne->.L265,422,6469,6477,32,5,
426,bne->.L265,bx->lr,end,6477,6483,24,5,
427,susan_corners,.LPIC34,428,6483,6491,32,5,
428,.LPIC34,bl->memset(PLT),end,6491,6500,36,6,
432,.L291,b->.L268,481,6519,6522,12,4,
433,.L290,bge->.L269,480,6522,6738,864,10,
452,bge->.L269,ble->.L269,480,7000,7578,2312,12,
477,ble->.L269,bl->__aeabi_idiv(PLT),end,7836,7861,100,7,
454,bge->.L270,bl->__aeabi_idiv(PLT),end,7582,7598,64,6,
456,bpl->.L303,b->.L273,458,7604,7610,24,5,
457,.L303,.L273,458,7610,7615,20,5,
458,.L273,bpl->.L304,460,7615,7636,84,7,
459,bpl->.L304,b->.L276,461,7636,7643,28,5,
460,.L304,.L276,461,7643,7649,24,5,
461,.L276,bpl->.L305,463,7649,7672,92,7,
462,bpl->.L305,b->.L279,464,7672,7680,32,5,
463,.L305,.L279,464,7680,7687,28,5,
464,.L279,b->.L280,476,7687,7708,84,7,
465,.L270,bl->__aeabi_idiv(PLT),end,7708,7724,64,6,
467,bpl->.L306,b->.L283,469,7737,7743,24,5,
468,.L306,.L283,469,7743,7748,20,5,
469,.L283,bpl->.L307,471,7748,7770,88,7,
470,bpl->.L307,b->.L286,472,7770,7777,28,5,
471,.L307,.L286,472,7777,7783,24,5,
472,.L286,bpl->.L308,474,7783,7808,100,7,
473,bpl->.L308,b->.L289,475,7808,7816,32,5,
474,.L308,.L289,475,7816,7823,28,5,
475,.L289,.L280,476,7823,7833,40,6,
476,.L280,ble->.L269,480,7833,7836,12,4,
480,.L269,.L268,481,7878,7881,12,4,
481,.L268,blt->.L290,433,7881,7886,20,5,
482,blt->.L290,.L267,483,7886,7889,12,4,
483,.L267,blt->.L291,432,7889,7894,20,5,
484,blt->.L291,b->.L292,542,7894,7899,20,5,
485,.L296,b->.L293,540,7899,7902,12,4,
486,.L295,ble->.L294,539,7902,7915,52,6,
511,ble->.L294,blt->.L294,539,8257,8270,52,6,
535,blt->.L294,bne->.L294,539,8596,8669,292,9,
536,bne->.L294,.LPIC35,537,8669,8675,24,5,
537,.LPIC35,bl->fwrite(PLT),end,8675,8677,8,3,
539,.L294,.L293,540,8679,8682,12,4,
540,.L293,blt->.L295,486,8682,8687,20,5,
541,blt->.L295,.L292,542,8687,8690,12,4,
542,.L292,blt->.L296,485,8690,8695,20,5,
543,blt->.L296,bl->free(PLT),end,8695,8704,36,6,
545,bl->free(PLT),.L312,end,8706,8711,20,5,
546,susan_corners_quick,.LPIC36,547,8711,8719,32,5,
547,.LPIC36,bl->memset(PLT),end,8719,8728,36,6,
549,.L318,b->.L315,571,8731,8734,12,4,
550,.L317,bge->.L316,570,8734,8950,864,10,
569,bge->.L316,.L316,570,9212,9224,48,6,
570,.L316,.L315,571,9224,9227,12,4,
571,.L315,blt->.L317,550,9227,9232,20,5,
572,blt->.L317,.L314,573,9232,9235,12,4,
573,.L314,blt->.L318,549,9235,9240,20,5,
574,blt->.L318,b->.L319,632,9240,9245,20,5,
575,.L323,b->.L320,630,9245,9248,12,4,
576,.L322,ble->.L321,629,9248,9261,52,6,
601,ble->.L321,blt->.L321,629,9603,9616,52,6,
625,blt->.L321,bne->.L321,629,9942,10669,2908,12,
626,bne->.L321,.LPIC37,627,10669,10675,24,5,
627,.LPIC37,bl->fwrite(PLT),end,10675,10677,8,3,
629,.L321,.L320,630,10679,10682,12,4,
630,.L320,blt->.L322,576,10682,10687,20,5,
631,blt->.L322,.L319,632,10687,10690,12,4,
632,.L319,blt->.L323,575,10690,10695,20,5,
633,blt->.L323,.L327,end,10695,10707,48,6,
634,main,.LPIC38,635,10707,10718,44,6,
635,.LPIC38,bgt->.L329,637,10718,10773,220,8,
636,bgt->.L329,bl->usage(PLT),end,10773,10774,4,2,
637,.L329,bl->get_image(PLT),end,10774,10786,48,6,
638,bl->get_image(PLT),b->.L330,666,10786,10787,4,2,
639,.L349,bne->.L331,664,10787,10804,68,7,
640,bne->.L331,bhi->.L348,665,10804,10817,52,6,
641,bhi->.L348,bx->r2,end,10817,10821,16,4,
642,.L342,b->.L348,665,10821,10826,20,5,
643,.L338,b->.L348,665,10826,10831,20,5,
644,.L336,b->.L348,665,10831,10836,20,5,
645,.L340,b->.L348,665,10836,10841,20,5,
646,.L339,b->.L348,665,10841,10846,20,5,
647,.L335,b->.L348,665,10846,10851,20,5,
648,.L333,b->.L348,665,10851,10856,20,5,
649,.L341,b->.L348,665,10856,10861,20,5,
650,.L337,blt->.L344,654,10861,10876,60,6,
651,blt->.L344,.LPIC39,652,10876,10877,4,2,
652,.LPIC39,bl->puts(PLT),end,10877,10880,12,4,
654,.L344,bl->atof(PLT),end,10882,10893,44,6,
655,bl->atof(PLT),bmi->.L368,657,10893,10904,44,6,
656,bmi->.L368,b->.L348,665,10904,10905,4,2,
657,.L368,b->.L348,665,10905,10910,20,5,
658,.L343,blt->.L347,662,10910,10925,60,6,
659,blt->.L347,.LPIC40,660,10925,10926,4,2,
660,.LPIC40,bl->puts(PLT),end,10926,10929,12,4,
662,.L347,bl->atoi(PLT),end,10931,10944,52,6,
663,bl->atoi(PLT),b->.L348,665,10944,10947,12,4,
664,.L331,bl->usage(PLT),end,10947,10948,4,2,
665,.L348,.L330,666,10948,10955,28,5,
666,.L330,blt->.L349,639,10955,10963,32,5,
667,blt->.L349,bne->.L350,670,10963,10968,20,5,
669,bne->.L350,.L350,670,10973,10977,16,4,
670,.L350,beq->.L352,676,10977,10982,20,5,
671,beq->.L352,beq->.L353,695,10982,10984,8,3,
672,beq->.L353,bne->.L351,707,10984,10986,8,3,
673,bne->.L351,bl->setup_brightness_lut(PLT),end,10986,10993,28,5,
697,bl->setup_brightness_lut(PLT),beq->.L362,701,11254,11259,20,5,
675,bl->susan_smoothing(PLT),b->.L351,707,11016,11017,4,2,
676,.L352,bl->malloc(PLT),end,11017,11029,48,6,
679,beq->.L355,beq->.L356,682,11043,11048,20,5,
680,beq->.L356,bl->susan_principle_small(PLT),end,11048,11071,92,7,
681,bl->susan_principle_small(PLT),b->.L357,683,11071,11072,4,2,
682,.L356,bl->susan_principle(PLT),end,11072,11095,92,7,
699,bl->susan_principle(PLT),bl->int_to_uchar(PLT),end,11282,11296,56,6,
683,.L357,bl->int_to_uchar(PLT),end,11095,11109,56,6,
700,bl->int_to_uchar(PLT),b->.L369,706,11296,11297,4,2,
685,.L355,bl->malloc(PLT),end,11110,11121,44,6,
688,beq->.L359,bl->susan_edges_small(PLT),end,11141,11168,108,7,
689,bl->susan_edges_small(PLT),b->.L360,691,11168,11169,4,2,
690,.L359,bl->susan_edges(PLT),end,11169,11196,108,7,
691,.L360,beq->.L361,693,11196,11201,20,5,
692,beq->.L361,bl->susan_thin(PLT),end,11201,11214,52,6,
693,.L361,bl->edge_draw(PLT),end,11214,11232,72,7,
694,bl->edge_draw(PLT),b->.L351,707,11232,11233,4,2,
695,.L353,bl->malloc(PLT),end,11233,11245,48,6,
698,beq->.L362,bl->susan_principle(PLT),end,11259,11282,92,7,
701,.L362,beq->.L364,704,11297,11302,20,5,
702,beq->.L364,bl->susan_corners_quick(PLT),end,11302,11328,104,7,
703,bl->susan_corners_quick(PLT),b->.L365,705,11328,11329,4,2,
704,.L364,bl->susan_corners(PLT),end,11329,11355,104,7,
705,.L365,bl->corner_draw(PLT),end,11355,11367,48,6,
706,.L369,.L351,707,11367,11368,4,2,
707,.L351,bl->put_image(PLT),end,11368,11383,60,6,
708,bl->put_image(PLT),beq->.L367,710,11383,11393,40,6,
